shortDate,Time,Benutzer,kleine Änderung,Kommentar,Größenänderung in Bytes,Größe in Bytes,ID,Date&Time
2007-04-07,08:29,Boris Fernbacher,,→‎Medien:  -> Wer macht die Vorwürfe ? bitte belegen.,-265‎ ,15.371,30202422,2007-04-07T08:29:00Z
2007-04-07,08:28,Boris Fernbacher,,"→‎""Populism"" in den USA:  -> Bitte belegen",-1.192‎ ,15.636,30202414,2007-04-07T08:28:00Z
2007-04-07,08:27,Boris Fernbacher,,=Theoriefindung. Bitte belegen.,-1.086‎ ,16.828,30202407,2007-04-07T08:27:00Z
2007-04-07,08:27,Boris Fernbacher,,Bitte belegen,-2.135‎ ,17.914,30202403,2007-04-07T08:27:00Z
2007-04-02,20:26,ReqEngineer,,"→‎Literatur:  + Lit. aus <a href=""/wiki/Linkspopulismus"" title=""Linkspopulismus"">Linkspopulismus",+753‎ ,20.049,30027983,2007-04-02T20:26:00Z
2007-04-02,20:17,ReqEngineer,,"→‎Literatur:  + Lit. aus <a href=""/w/index.php?title=Rechtpopulismus&amp;action=edit&amp;redlink=1"" class=""new"" title=""Rechtpopulismus (Seite nicht vorhanden)"">Rechtpopulismus",+283‎ ,19.296,30027689,2007-04-02T20:17:00Z
2007-04-02,12:40,Sergio Delinquente,k,,+5‎ ,19.013,30010117,2007-04-02T12:40:00Z
2007-04-01,20:59,Braveheart,,"""Siehe auch"" entmistet",-38‎ ,19.008,29989641,2007-04-01T20:59:00Z
2007-04-01,19:34,Herr Andrax,k,,+1‎ ,19.046,29986169,2007-04-01T19:34:00Z
2007-04-01,19:32,Herr Andrax,k,,-1‎ ,19.045,29986058,2007-04-01T19:32:00Z
2007-04-01,19:31,Herr Andrax,,Definition überarbeitet ref: bpb,+518‎ ,19.046,29986041,2007-04-01T19:31:00Z
2007-04-01,19:14,Herr Andrax,k,,-1‎ ,18.528,29985235,2007-04-01T19:14:00Z
2007-04-01,19:13,Herr Andrax,k,,+8‎ ,18.529,29985195,2007-04-01T19:13:00Z
2007-04-01,19:11,Herr Andrax,,→‎Geschichte des Begriffs:  Ursachen des Populismus,+690‎ ,18.521,29985116,2007-04-01T19:11:00Z
2007-04-01,18:55,Herr Andrax,,Farmerbewegung doppelt,-221‎ ,17.831,29984427,2007-04-01T18:55:00Z
2007-04-01,18:53,Herr Andrax,k,→‎Populismus und Medien,-1‎ ,18.052,29984342,2007-04-01T18:53:00Z
2007-04-01,18:51,Herr Andrax,k,→‎Populismus und Medien,+1‎ ,18.053,29984270,2007-04-01T18:51:00Z
2007-04-01,18:48,Herr Andrax,,→‎Populismus und Medien:  korr. populistische Stimmungen,+1‎ ,18.052,29984134,2007-04-01T18:48:00Z
2007-04-01,18:45,Herr Andrax,,→‎Populismus als Strategie:  Populismus und Medien,+1.380‎ ,18.051,29983950,2007-04-01T18:45:00Z
2007-04-01,18:14,Herr Andrax,,→‎Literatur:  Thomas Meyer (2006),+205‎ ,16.671,29982695,2007-04-01T18:14:00Z
2007-04-01,18:12,Herr Andrax,,→‎Wirkmechanismen:  references,+26‎ ,16.466,29982588,2007-04-01T18:12:00Z
2007-04-01,18:11,Herr Andrax,,In den Sozialwissenschaften  ...,+553‎ ,16.44,29982552,2007-04-01T18:11:00Z
2007-04-01,17:55,Herr Andrax,,→‎Literatur:  Wolfgang Gessenharter / Helmut Fröchling (Hg.) Opladen: Leske+Bundrich 1998,+182‎ ,15.887,29981930,2007-04-01T17:55:00Z
2007-04-01,17:54,Herr Andrax,,"→‎Weblinks:  Wolfgang Gessenharter, Hamburg: Rechtspopulismus und Neue Rechte in Deutschland. Abgrenzung und Berührungspunkte.",+287‎ ,15.705,29981881,2007-04-01T17:54:00Z
2007-04-01,14:33,Calculus,k,,+3‎ ,15.418,29974457,2007-04-01T14:33:00Z
2007-03-24,13:41,Anesta,,,-42‎ ,15.415,29599261,2007-03-24T13:41:00Z
2007-03-24,13:37,Anesta,,,-25‎ ,15.457,29599115,2007-03-24T13:37:00Z
2007-03-24,13:35,Anesta,,,+67‎ ,15.482,29599044,2007-03-24T13:35:00Z
2007-03-15,12:00,85.124.52.112,,→‎Literatur,+86‎ ,15.415,29169108,2007-03-15T12:00:00Z
2007-03-15,11:55,85.124.52.112,,→‎Links- und Rechtspopulismus,+26‎ ,15.329,29168847,2007-03-15T11:55:00Z
2007-03-04,19:44,87.175.2.5,,,+1‎ ,15.303,28669756,2007-03-04T19:44:00Z
2007-02-27,14:41,-jha-,,Redirect aufgelöst,+5‎ ,15.302,28411531,2007-02-27T14:41:00Z
2007-02-24,20:52,86.32.128.99,,→‎Literatur,+19‎ ,15.297,28283515,2007-02-24T20:52:00Z
2007-02-24,20:41,86.32.128.99,,"Richard Hofstadter ""The Age of Reform"" sowie der auf ihn und der auf sein berühmtes Buch Bezug nehmende Artikel in der englischen Wikipedia",+975‎ ,15.278,28283053,2007-02-24T20:41:00Z
2007-02-14,12:51,AF666,,→‎Links- und Rechtspopulismus:  Schlierer ist nie als Populist betrachtet worden; außerdem ist seinw Wortwahl nicht besonders populistisch (siehe unter anderem seine Homepage),+3‎ ,14.303,27809834,2007-02-14T12:51:00Z
2007-02-03,21:02,Cocoloi,k,→‎Links- und Rechtspopulismus:  Tippfehler,+1‎ ,14.3,27317936,2007-02-03T21:02:00Z
2007-02-01,09:58,Dontworry,k,→‎Siehe auch,+12‎ ,14.299,27206865,2007-02-01T09:58:00Z
2007-01-30,21:29,89.246.28.247,,→‎Links- und Rechtspopulismus,0‎ ,14.287,27144118,2007-01-30T21:29:00Z
2007-01-30,21:29,89.246.28.247,,"→‎Links- und Rechtspopulismus:  , dass er Konservativ ist, schließt nicht aus der ein Populist ist",+25‎ ,14.287,27144083,2007-01-30T21:29:00Z
2007-01-26,12:44,Polaris,,→‎Wirkmechanismen,+17‎ ,14.262,26940213,2007-01-26T12:44:00Z
2007-01-25,23:34,Lokalpatriot-Tegel,,→‎Links- und Rechtspopulismus,+14‎ ,14.245,26923175,2007-01-25T23:34:00Z
2007-01-25,23:32,Lokalpatriot-Tegel,,→‎Links- und Rechtspopulismus,+13‎ ,14.231,26923109,2007-01-25T23:32:00Z
2007-01-25,20:05,Lokalpatriot-Tegel,,"→‎""Populism"" in den USA:   Doppelvernetzung unsinnig, es handelt sich um ein und die selbe Partei!",+8‎ ,14.218,26914193,2007-01-25T20:05:00Z
2007-01-25,20:03,Lokalpatriot-Tegel,,"→‎Links- und Rechtspopulismus:   Schönhuber und Stoiber herausgenommen. Schönhuber eher Extremist, Stoiber Konservativer!",+49‎ ,14.21,26914105,2007-01-25T20:03:00Z
2007-01-24,20:32,Avariel,k,,+92‎ ,14.161,26872368,2007-01-24T20:32:00Z
2007-01-24,16:52,88.66.33.8,,→‎Links- und Rechtspopulismus,+51‎ ,14.069,26862061,2007-01-24T16:52:00Z
2007-01-24,15:51,217.186.101.63,,→‎Literatur,-171‎ ,14.018,26859119,2007-01-24T15:51:00Z
2007-01-24,15:49,217.186.101.63,,→‎Literatur,+2‎ ,14.189,26859045,2007-01-24T15:49:00Z
2007-01-24,15:49,217.186.101.63,,→‎Literatur,+169‎ ,14.187,26859009,2007-01-24T15:49:00Z
2007-01-02,19:00,87.122.158.92,,Stoiber hinzugefügt,+27‎ ,14.018,25867304,2007-01-02T19:00:00Z
2007-01-02,18:56,Tobi B.,k,"Benutzer:Braveheart (1. Jan. 2007, 23:53). POV der üblen Sorte",-27‎ ,13.991,25867102,2007-01-02T18:56:00Z
2007-01-02,18:55,87.122.158.92,,,+27‎ ,14.018,25867086,2007-01-02T18:55:00Z
2007-01-02,00:53,Braveheart,k,Revert - unbegründete Löschung,+842‎ ,13.991,25836463,2007-01-02T00:53:00Z
2007-01-02,00:46,87.122.157.154,,,-842‎ ,13.149,25836188,2007-01-02T00:46:00Z
2006-12-16,14:52,88.73.187.56,,→‎Der Begriff in der NPÖ,0‎ ,13.991,25193935,2006-12-16T14:52:00Z
2006-12-16,14:48,88.73.187.56,,→‎Begriff in der Parteienforschung,-1‎ ,13.991,25193763,2006-12-16T14:48:00Z
2006-12-07,12:49,AF666,k,revert,+843‎ ,13.992,24791451,2006-12-07T12:49:00Z
2006-11-30,23:54,87.122.158.151,,,-843‎ ,13.149,24515697,2006-11-30T23:54:00Z
2006-11-29,15:24,AF666,,→‎Links- und Rechtspopulismus:  Schönhuber ergänzt,+36‎ ,13.992,24451102,2006-11-29T15:24:00Z
2006-11-26,18:32,84.151.133.195,,→‎Politischer Begriff,+6‎ ,13.956,24320110,2006-11-26T18:32:00Z
2006-11-25,13:43,Thijs!bot,k,"sr:Популизам, <a href=""https://uk.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BF%D1%83%D0%BB%D1%96%D0%B7%D0%BC"" class=""extiw"" title=""uk:Популізм"">uk:Популізм",+50‎ ,13.95,24265092,2006-11-25T13:43:00Z
2006-11-23,04:22,TheK,,,+8‎ ,13.9,24167861,2006-11-23T04:22:00Z
2006-11-09,12:10,Zumbo,,-literaturspam,-146‎ ,13.892,23589046,2006-11-09T12:10:00Z
2006-11-04,16:16,217.186.87.197,,→‎Literatur,+101‎ ,14.038,23393902,2006-11-04T16:16:00Z
2006-10-31,17:29,62.203.188.240,,→‎Literatur,+146‎ ,13.937,23236461,2006-10-31T17:29:00Z
2006-10-31,10:18,62.216.223.130,,→‎Der Begriff in der NPÖ,-1‎ ,13.791,23220499,2006-10-31T10:18:00Z
2006-10-29,14:27,Queen of Chaos,k,→‎Links- und Rechtspopulismus,-1‎ ,13.792,23148439,2006-10-29T14:27:00Z
2006-10-29,14:16,Queen of Chaos,,→‎Siehe auch:  senso commune,+20‎ ,13.793,23148015,2006-10-29T14:16:00Z
2006-10-29,14:15,Queen of Chaos,,→‎Literatur:  Helmut Dubiel,+78‎ ,13.773,23147960,2006-10-29T14:15:00Z
2006-10-29,14:10,Queen of Chaos,,→‎Politischer Begriff:  Geschichte des Begriffs,+1.233‎ ,13.695,23147758,2006-10-29T14:10:00Z
2006-10-29,13:47,Queen of Chaos,,→‎Wissenschaftlicher Begriff:  Durch Überschriften abgesetzt,+80‎ ,12.462,23146956,2006-10-29T13:47:00Z
2006-10-29,13:43,Queen of Chaos,,→‎Links- und Rechtspopulismus,-3‎ ,12.382,23146824,2006-10-29T13:43:00Z
2006-10-29,13:41,Queen of Chaos,,→‎Links- und Rechtspopulismus,+54‎ ,12.385,23146734,2006-10-29T13:41:00Z
2006-10-29,13:38,Queen of Chaos,,→‎Links- und Rechtspopulismus:  Differenz genauer,+354‎ ,12.331,23146610,2006-10-29T13:38:00Z
2006-10-24,12:17,84.144.123.194,,→‎Wissenschaftlicher Begriff,+6‎ ,11.977,22956628,2006-10-24T12:17:00Z
2006-10-17,13:36,Gratisaktie,k,kat,+3‎ ,11.971,22688603,2006-10-17T13:36:00Z
2006-10-17,12:34,Gratisaktie,k,-kat,-22‎ ,11.968,22686403,2006-10-17T12:34:00Z
2006-10-07,10:26,Pacogo7,k,"Christoph Tilman (<a href=""/wiki/Spezial:Beitr%C3%A4ge/Christoph_Tilman"" title=""Spezial:Beiträge/Christoph Tilman"">Beiträge) rückgängig gemacht und letzte Version von Fritzen wiederhergestellt",+31‎ ,11.99,22310125,2006-10-07T10:26:00Z
2006-10-07,00:21,König Rhampsinitos,,ist tot,-31‎ ,11.959,22302678,2006-10-07T00:21:00Z
2006-10-03,10:47,Fritzen,,→‎Literatur,+107‎ ,11.99,22161922,2006-10-03T10:47:00Z
2006-09-28,13:18,84.144.108.50,,→‎Wissenschaftlicher Begriff,+1.520‎ ,11.883,21984557,2006-09-28T13:18:00Z
2006-09-25,20:29,62.180.160.130,,→‎Wirkmechanismen,0‎ ,10.363,21886418,2006-09-25T20:29:00Z
2006-09-24,11:12,84.185.229.29,,→‎Links- und Rechtspopulismus,+31‎ ,10.363,21828588,2006-09-24T11:12:00Z
2006-09-24,04:34,62.180.160.54,,→‎Wirkmechanismen,+4‎ ,10.332,21824070,2006-09-24T04:34:00Z
2006-09-24,04:28,62.180.160.54,,→‎Wirkmechanismen,+118‎ ,10.328,21824006,2006-09-24T04:28:00Z
2006-09-24,04:27,Einsportler,k,,-2‎ ,10.21,21823996,2006-09-24T04:27:00Z
2006-09-24,04:24,62.180.160.54,,→‎Wirkmechanismen,+435‎ ,10.212,21823978,2006-09-24T04:24:00Z
2006-09-24,04:15,62.180.160.54,,→‎Wirkmechanismen,+46‎ ,9.777,21823915,2006-09-24T04:15:00Z
2006-09-24,04:14,62.180.160.54,,→‎Wirkmechanismen,+221‎ ,9.731,21823899,2006-09-24T04:14:00Z
2006-09-24,04:07,62.180.160.54,,,+97‎ ,9.51,21823864,2006-09-24T04:07:00Z
2006-09-24,03:54,62.180.160.54,,→‎Wirkmechanismen,0‎ ,9.413,21823786,2006-09-24T03:54:00Z
2006-09-24,03:53,62.180.160.54,,→‎Wirkmechanismen:  Beispiel allgemeiner,+130‎ ,9.413,21823782,2006-09-24T03:53:00Z
2006-09-24,03:48,62.180.160.54,,→‎Wirkmechanismen,+74‎ ,9.283,21823747,2006-09-24T03:48:00Z
2006-09-24,03:46,62.180.160.54,,→‎Wirkmechanismen,-1‎ ,9.209,21823739,2006-09-24T03:46:00Z
2006-09-24,03:45,62.180.160.54,,→‎Wirkmechanismen,+468‎ ,9.21,21823734,2006-09-24T03:45:00Z
2006-09-20,23:26,Micha2564,,"→‎""Populism"" in den USA",+2‎ ,8.742,21715309,2006-09-20T23:26:00Z
2006-08-28,12:02,JAnDbot,k,"es:Populismo, <a href=""https://it.wikipedia.org/wiki/Populismo"" class=""extiw"" title=""it:Populismo"">it:Populismo, <a href=""https://pt.wikipedia.org/wiki/Populismo"" class=""extiw"" title=""pt:Populismo"">pt:Populismo",+51‎ ,8.74,20757563,2006-08-28T12:02:00Z
2006-08-18,22:38,Ardo Beltz,k,→‎Links- und Rechtspopulismus,+2‎ ,8.689,20357784,2006-08-18T22:38:00Z
2006-08-09,13:13,141.48.173.254,,→‎Literatur,+133‎ ,8.687,19973834,2006-08-09T13:13:00Z
2006-08-08,03:37,FlaBot,k,cs:Populismus,+18‎ ,8.554,19922069,2006-08-08T03:37:00Z
2006-08-05,10:00,Braveheart,k,→‎Links- und Rechtspopulismus:  +dem Vorarlberger,+67‎ ,8.536,19811120,2006-08-05T10:00:00Z
2006-08-05,09:59,Fritzen,,→‎Links- und Rechtspopulismus,-149‎ ,8.469,19811105,2006-08-05T09:59:00Z
2006-08-05,09:56,Fritzen,,rev,-21‎ ,8.618,19811057,2006-08-05T09:56:00Z
2006-08-04,19:28,212.33.41.62,,,+21‎ ,8.639,19794783,2006-08-04T19:28:00Z
2006-07-28,13:09,Martin-vogel,,+ tr,+17‎ ,8.618,19505322,2006-07-28T13:09:00Z
2006-07-17,23:48,200.118.109.140,,→‎Politischer Begriff,-1‎ ,8.601,19096569,2006-07-17T23:48:00Z
2006-07-17,23:42,200.118.109.140,,,0‎ ,8.602,19096383,2006-07-17T23:42:00Z
2006-07-15,16:08,84.142.150.228,,→‎Literatur,+224‎ ,8.602,19007753,2006-07-15T16:08:00Z
2006-07-13,18:15,Nikolang,k,,-2‎ ,8.378,18940591,2006-07-13T18:15:00Z
2006-07-04,07:06,Eskimbot,k,fr:Populisme (politique),+12‎ ,8.38,18591987,2006-07-04T07:06:00Z
2006-06-22,23:59,88.134.134.29,,→‎Politischer Begriff,+14‎ ,8.368,18182149,2006-06-22T23:59:00Z
2006-06-14,12:56,YurikBot,k,"fi:Populismi, <a href=""https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BF%D1%83%D0%BB%D0%B8%D0%B7%D0%BC"" class=""extiw"" title=""ru:Популизм"">ru:Популизм",+41‎ ,8.354,17842662,2006-06-14T12:56:00Z
2006-06-07,16:39,Lonardet,,→‎Links- und Rechtspopulismus,+84‎ ,8.313,17584161,2006-06-07T16:39:00Z
2006-06-01,13:49,194.208.136.45,,→‎Literatur,+176‎ ,8.229,17347600,2006-06-01T13:49:00Z
2006-06-01,09:49,Braveheart,,→‎Links- und Rechtspopulismus:  +Moralez +wikilinks,+47‎ ,8.053,17338993,2006-06-01T09:49:00Z
2006-05-31,18:10,Suppenelse,,Weblink hinzugefügt,+184‎ ,8.006,17318899,2006-05-31T18:10:00Z
2006-05-28,15:27,62.117.8.162,,"→‎""Populism"" in den USA",0‎ ,7.822,17191142,2006-05-28T15:27:00Z
2006-05-09,18:20,80.109.78.183,,→‎Wissenschaftlicher Begriff,-627‎ ,7.822,16495294,2006-05-09T18:20:00Z
2006-05-09,18:19,80.109.78.183,,→‎Wissenschaftlicher Begriff,+626‎ ,8.449,16495260,2006-05-09T18:19:00Z
2006-05-07,15:01,Fritzen,k,der Text von Dubiel (von 1986) ist nicht gerade der state of the art in der Populismusforschung,-85‎ ,7.823,16417378,2006-05-07T15:01:00Z
2006-05-05,15:43,201.129.218.180,,→‎Links- und Rechtspopulismus,+57‎ ,7.908,16356075,2006-05-05T15:43:00Z
2006-05-01,23:43,89.53.243.160,,→‎Populismus als Ideologie,-887‎ ,7.851,16240031,2006-05-01T23:43:00Z
2006-04-20,02:53,84.144.82.23,,→‎Literatur,+134‎ ,8.738,15827269,2006-04-20T02:53:00Z
2006-04-16,21:07,194.230.201.120,,,0‎ ,8.604,15729700,2006-04-16T21:07:00Z
2006-03-27,18:49,80.221.249.215,,→‎Politischer Begriff,-105‎ ,8.604,15080771,2006-03-27T18:49:00Z
2006-03-27,18:47,80.221.249.215,,→‎Politischer Begriff,+28‎ ,8.709,15080732,2006-03-27T18:47:00Z
2006-03-23,22:15,80.108.178.26,,→‎Politischer Begriff,+77‎ ,8.681,14957292,2006-03-23T22:15:00Z
2006-03-20,19:09,Hubertl,,Revert - stimmt ja,+55‎ ,8.604,14858664,2006-03-20T19:09:00Z
2006-03-20,19:06,85.180.32.93,,,-55‎ ,8.549,14858544,2006-03-20T19:06:00Z
2006-03-05,01:55,80.143.77.175,,→‎Siehe auch:  Rechter Populismus,+85‎ ,8.604,14292850,2006-03-05T01:55:00Z
2006-02-04,15:08,89.51.24.38,,"→‎""Populism"" in den USA",-3‎ ,8.519,13361482,2006-02-04T15:08:00Z
2006-02-04,10:45,89.51.27.96,,"→‎Populismus in den USA:   Quelle: Helmut Klumpjan, Die amerikanischen Parteien, S. 249ff.",+1.188‎ ,8.522,13354221,2006-02-04T10:45:00Z
2006-01-31,21:48,84.175.226.225,,→‎Literatur,0‎ ,7.334,13235823,2006-01-31T21:48:00Z
2006-01-23,15:47,134.76.158.132,,→‎Literatur,+106‎ ,7.334,12934573,2006-01-23T15:47:00Z
2006-01-17,20:26,Fritzen,,Kat. Literatur eingefügt,+214‎ ,7.228,12723394,2006-01-17T20:26:00Z
2006-01-15,01:21,82.218.22.24,,→‎Links- und Rechtspopulismus,+19‎ ,7.014,12621055,2006-01-15T01:21:00Z
2006-01-07,20:02,Shanul,,→‎Links- und Rechtspopulismus,+36‎ ,6.995,12371480,2006-01-07T20:02:00Z
2005-12-21,00:53,84.188.255.37,,"Der gelöschte Satz machte keinen Sinn. Was sollte darüber hinaus das Fragezeichen hinter ""England""?",-85‎ ,6.959,11839226,2005-12-21T00:53:00Z
2005-12-20,20:51,84.56.28.144,,→‎Links- und Rechtspopulismus,+38‎ ,7.044,11831470,2005-12-20T20:51:00Z
2005-12-20,12:08,FlaBot,k,Bot:  Ergänze: no,+17‎ ,7.006,11814739,2005-12-20T12:08:00Z
2005-12-19,23:51,213.6.252.218,,→‎Wie funktioniert Populismus,-12‎ ,6.989,11804120,2005-12-19T23:51:00Z
2005-12-19,23:50,213.6.252.218,,,+22‎ ,7.001,11804076,2005-12-19T23:50:00Z
2005-12-14,10:27,Georg Messner,k,catfix,+13‎ ,6.979,11620552,2005-12-14T10:27:00Z
2005-12-08,23:04,Dave81,k,,+24‎ ,6.966,11457438,2005-12-08T23:04:00Z
2005-11-29,19:07,Ardo Beltz,k,→‎Links- und Rechtspopulismus,+5‎ ,6.942,11192550,2005-11-29T19:07:00Z
2005-11-18,15:23,84.128.193.225,,"ein ""die"" zu viel",-4‎ ,6.937,10908635,2005-11-18T15:23:00Z
2005-11-15,09:18,FlaBot,k,Bot:  Ergänze: da,+17‎ ,6.941,10823607,2005-11-15T09:18:00Z
2005-10-31,12:16,Eskimbot,k,"Bot:  Ergänze: nn, zh",+38‎ ,6.924,10421552,2005-10-31T12:16:00Z
2005-10-27,13:53,Braveheart,,"→‎Links- und Rechtspopulismus:   - präzisiert - ""relativ oft"" und dann ""teilweise"" schreiben ist sehr ungenau und verwirrend..",+56‎ ,6.886,10320806,2005-10-27T13:53:00Z
2005-10-27,12:46,Geof,,"Duden vs. Sprachgebrauch in USA, mangelnde Verant./ Nachhaltigkeit; einige Beispiele zugeordnet (s.a. Diskussion), Eigensicht von 'Populisten', -Baustein, +Kateg.Soziologie",+1.620‎ ,6.83,10319010,2005-10-27T12:46:00Z
2005-10-18,15:31,84.138.2.168,,→‎Populismus als Ideologie,+119‎ ,5.21,10076836,2005-10-18T15:31:00Z
2005-10-18,15:27,84.138.2.168,,→‎Populismus als Ideologie,+289‎ ,5.091,10076700,2005-10-18T15:27:00Z
2005-09-25,22:26,AF666,,→‎Links- und Rechtspopulismus,+122‎ ,4.802,9512972,2005-09-25T22:26:00Z
2005-09-22,23:24,62.180.160.164,,K,+10‎ ,4.68,9447818,2005-09-22T23:24:00Z
2005-09-22,23:23,62.180.160.164,,"siehe Def., die in Disk ganz unten zitiert wird. Überarbeiten muss man den Artikel wirklich.",+17‎ ,4.67,9447803,2005-09-22T23:23:00Z
2005-09-17,10:27,Wolfgang1018,,"Links ergänzt und korrigiert, typo",+33‎ ,4.653,9326585,2005-09-17T10:27:00Z
2005-09-08,05:35,62.134.88.25,,siehe Artikel,+18‎ ,4.62,9134782,2005-09-08T05:35:00Z
2005-09-01,21:42,RobotQuistnix,k,Bot:  Ergänze: sv,+16‎ ,4.602,8984119,2005-09-01T21:42:00Z
2005-09-01,02:40,Mintleaf~dewiki,k,+ja,+26‎ ,4.586,8964663,2005-09-01T02:40:00Z
2005-08-31,16:50,Elektrolurch,k,"Altrechtschreib-Edits revertet und tatsächliche Typo-Korrekturen (gefühlsmässig, gross) beibehalten",+3‎ ,4.56,8952228,2005-08-31T16:50:00Z
2005-08-31,16:07,84.130.206.173,,→‎Politischer Begriff,0‎ ,4.557,8951127,2005-08-31T16:07:00Z
2005-08-31,16:06,84.130.206.173,,→‎Wissenschaftlicher Begriff,-1‎ ,4.557,8951088,2005-08-31T16:06:00Z
2005-08-31,16:04,84.130.206.173,,→‎Wie funktioniert Populismus,0‎ ,4.558,8951024,2005-08-31T16:04:00Z
2005-08-31,16:02,84.130.206.173,,→‎Populismus als Ideologie,-2‎ ,4.558,8950977,2005-08-31T16:02:00Z
2005-08-26,22:33,62.180.161.48,,→‎Wie funktioniert Populismus,+16‎ ,4.56,8828853,2005-08-26T22:33:00Z
2005-08-26,22:30,62.180.161.48,,→‎Wie funktioniert Populismus,-35‎ ,4.544,8828795,2005-08-26T22:30:00Z
2005-08-26,22:28,62.180.161.48,,→‎Medien,+616‎ ,4.579,8828755,2005-08-26T22:28:00Z
2005-08-10,10:17,Suricata,,"revert gysi lafontaine, siehe diskussion",-146‎ ,3.963,8347097,2005-08-10T10:17:00Z
2005-08-10,04:00,84.58.9.254,,→‎Links- und Rechtspopulismus,+146‎ ,4.109,8344146,2005-08-10T04:00:00Z
2005-08-08,18:38,84.174.77.203,,→‎Populismus von rechts und links,-5‎ ,3.963,8302647,2005-08-08T18:38:00Z
2005-07-29,11:29,RobotE,k,"robot  Ergänze: pl, nl, bg",+19‎ ,3.968,8046870,2005-07-29T11:29:00Z
2005-07-27,12:28,213.153.52.185,,,0‎ ,3.949,8004704,2005-07-27T12:28:00Z
2005-07-27,12:27,213.153.52.185,,,+1‎ ,3.949,8004686,2005-07-27T12:27:00Z
2005-07-24,17:27,83.77.187.55,,erw.,+1.353‎ ,3.948,7938544,2005-07-24T17:27:00Z
2005-07-22,15:44,Patchworker,k,SchlagworteN ergab im Satz keinen Sinn,-1‎ ,2.595,7887498,2005-07-22T15:44:00Z
2005-07-22,09:58,Suricata,,"Mal wieder Einleitung. Es handelt sich nicht um objektive Messbarkeit, sondern um einen subjektiven Vorwurf",+24‎ ,2.596,7879049,2005-07-22T09:58:00Z
2005-07-22,09:06,141.48.76.56,,→‎Politik,-2‎ ,2.572,7878228,2005-07-22T09:06:00Z
2005-07-21,15:50,Suricata,,Diskussion:Populismus besprechen. Da in der Politik bald jeder jedem Populismus vorwirft sind die permanenten Änderungen müßig.,-747‎ ,2.574,7861358,2005-07-21T15:50:00Z
2005-07-21,15:43,149.225.86.251,,Im Sinne der Ausgewogenheit ...,+38‎ ,3.321,7861216,2005-07-21T15:43:00Z
2005-07-20,22:56,149.225.58.138,,,+458‎ ,3.283,7844859,2005-07-20T22:56:00Z
2005-07-20,18:21,84.183.53.114,,kleine orthografische Korrekturen,-9‎ ,2.825,7838080,2005-07-20T18:21:00Z
2005-07-19,14:53,217.252.118.2,,,-24‎ ,2.834,7806142,2005-07-19T14:53:00Z
2005-07-18,18:07,84.181.137.152,,→‎Politik,0‎ ,2.858,7785308,2005-07-18T18:07:00Z
2005-07-14,18:17,Joni2,k,linkfix,-17‎ ,2.858,7692196,2005-07-14T18:17:00Z
2005-07-11,17:44,62.206.93.18,,,+93‎ ,2.875,7610709,2005-07-11T17:44:00Z
2005-07-06,16:35,Suricata,,→‎Politik,+431‎ ,2.782,7480607,2005-07-06T16:35:00Z
2005-07-05,16:06,Suricata,,"Hallo Haize, Populismus ist ein abwertender Vorwurf, da gibt es keine Befürworter. siehe Diskussion",-38‎ ,2.351,7451311,2005-07-05T16:06:00Z
2005-07-05,15:59,Haize,,einleitende aussage etwas relativiert,+29‎ ,2.389,7451122,2005-07-05T15:59:00Z
2005-07-05,13:33,Suricata,,→‎Politik,+26‎ ,2.36,7446546,2005-07-05T13:33:00Z
2005-07-05,13:19,83.135.144.180,,→‎Politik,-7‎ ,2.334,7446054,2005-07-05T13:19:00Z
2005-07-01,12:59,Haize,k,→‎Politik:  korr,-1‎ ,2.341,7357829,2005-07-01T12:59:00Z
2005-07-01,12:44,Haize,,korr/stil/erw,+469‎ ,2.342,7357544,2005-07-01T12:44:00Z
2005-06-30,19:35,Suricata,,"Etwas zurückgedreht, siehe Diskussion ""Was ist Populismus?""",-969‎ ,1.873,6848981,2005-06-30T19:35:00Z
2005-06-30,14:14,217.110.124.98,,→‎Politik,0‎ ,2.842,6739849,2005-06-30T14:14:00Z
2005-06-30,14:13,217.110.124.98,,→‎Politik,+420‎ ,2.842,6733256,2005-06-30T14:13:00Z
2005-06-18,13:24,83.65.142.2,,,+53‎ ,2.422,6733237,2005-06-18T13:24:00Z
2005-06-14,03:20,62.180.160.170,,,+280‎ ,2.369,6493746,2005-06-14T03:20:00Z
2005-06-14,03:16,62.180.160.170,,→‎Politik,+47‎ ,2.089,6408747,2005-06-14T03:16:00Z
2005-06-14,03:08,62.180.160.170,,,+277‎ ,2.042,6408730,2005-06-14T03:08:00Z
2005-06-14,03:01,62.180.160.170,,,+127‎ ,1.765,6408700,2005-06-14T03:01:00Z
2005-06-14,02:55,62.180.160.170,,,+918‎ ,1.638,6408664,2005-06-14T02:55:00Z
2005-03-14,16:36,LordRaptor,k,,+1‎ ,720,6408637,2005-03-14T16:36:00Z
2005-03-09,21:55,Moralapostel,,"Politiker in die Diskussion - wenn wir alle Politiker aufzählen wollen die als Populistisch ""beschimpft"" wurden, wird die Liste lang.",-429‎ ,719,4869299,2005-03-09T21:55:00Z
2005-02-07,11:49,62.203.81.128,,fr:,+17‎ ,1.148,4798316,2005-02-07T11:49:00Z
